13.2194114847  3.25573615238e-12
13.8488637139  4.04048235354e-10
14.508287785  1.9948586697e-09
15.1991108295  5.53057666306e-09
15.9228279334  1.17798292811e-08
16.681005372  2.1623657494e-08
17.4752840001  3.60810086082e-08
18.307382803  5.63356894866e-08
19.1791026167  8.3739565879e-08
20.0923300257  1.19819039735e-07
21.0490414451  1.66268109515e-07
22.051307399  2.24964296895e-07
23.1012970008  2.9796545811e-07
24.2012826479  3.87501175867e-07
25.3536449397  4.95952350498e-07
26.5608778295  6.25822010439e-07
27.8255940221  7.79692013165e-07
29.1505306283  9.60165394457e-07
30.5385550883  1.16979385143e-06
31.992671378  1.41098950706e-06
33.5160265094  1.68592370441e-06
35.1119173422  1.9964156643e-06
36.7837977183  2.34381591734e-06
38.5352859371  2.72889129776e-06
40.370172586  3.15171888327e-06
42.2924287439  3.61159706038e-06
44.3062145758  4.10698155149e-06
46.4158883361  4.63545304643e-06
48.6260158007  5.19372123492e-06
50.9413801482  5.7776674123e-06
53.3669923121  6.38242489641e-06
55.9081018251  7.00249361252e-06
58.5702081806  7.63188255282e-06
61.3590727341  8.26427192347e-06
64.2807311728  8.89318570134e-06
67.3415065775  9.51216517753e-06
70.5480231072  1.01149347646e-05
73.9072203353  1.06955527094e-05
77.4263682681  1.12485411262e-05
81.113083079  1.17689916789e-05
84.9753435909  1.2252645077e-05
89.0215085445  1.26959441425e-05
93.2603346883  1.30960614922e-05
97.7009957299  1.34509038393e-05
102.35310219  1.37590955945e-05
107.226722201  1.40199448846e-05
112.332403298  1.42333953485e-05
117.681195243  1.43999671527e-05
123.284673944  1.45206906034e-05
129.154966501  1.45970355391e-05
135.304777458  1.46308393763e-05
141.747416293  1.46242362818e-05
148.496826225  1.45795894899e-05
155.567614393  1.44994282987e-05
162.975083462  1.43863908207e-05
170.735264747  1.42431731311e-05
178.864952906  1.40724850969e-05
187.381742286  1.38770128664e-05
196.304065004  1.36593877714e-05
205.651230835  1.34221612255e-05
215.443469003  1.31677850879e-05
225.701971963  1.28985969009e-05
236.448941265  1.26168093797e-05
247.707635599  1.23245035383e-05
259.50242114  1.20236248663e-05
271.858824273  1.17159820128e-05
284.803586844  1.14032474924e-05
298.364724028  1.10869599883e-05
312.571584969  1.07685278905e-05
327.454916288  1.04492279056e-05
343.046928631  1.01297614736e-05
359.38136638  9.81094267623e-06
376.493580679  9.49378904584e-06
394.420605944  9.17921407672e-06
413.201240012  8.86803317554e-06
432.876128108  8.56096946704e-06
453.487850813  8.25865944244e-06
475.08101621  7.96165844754e-06
497.702356433  7.67044601338e-06
521.4008288  7.38543103313e-06
546.227721768  7.10695678831e-06
572.236765935  6.83530582508e-06
599.484250319  6.57070467849e-06
628.029144183  6.3133284404e-06
657.933224658  6.06330516429e-06
689.261210435  5.82072009917e-06
722.080901839  5.58561974412e-06
756.463327555  5.35801571517e-06
792.482898354  5.1378884169e-06
830.217568132  4.92519051263e-06
869.749002618  4.71985018857e-06
911.162756115  4.52177420926e-06
954.548456662  4.33085076331e-06
1000.0  4.14695210095e-06
