13.2467869871   5.60057541229e-12
13.6671635646   1.98818892525e-10
14.1008804689   8.38613866729e-10
14.548361045   2.14298192621e-09
15.0100420723   4.34616579947e-09
15.4863741913   7.67311924884e-09
15.977822343   1.23742943527e-08
16.4848662231   1.87259299179e-08
17.0080007501   2.70321615098e-08
17.5477365481   3.76285523963e-08
18.1046004458   5.0888444067e-08
18.6791359902   6.72156051828e-08
19.2719039774   8.70523157216e-08
19.8834829999   1.10874827084e-07
20.5144700114   1.39191856323e-07
21.1654809095   1.72550649212e-07
21.8371511368   2.11535596031e-07
22.5301363012   2.5676800548e-07
23.2451128158   3.08904709085e-07
23.9827785592   3.68635900697e-07
24.7438535565   4.36682117641e-07
25.5290806824   5.13790412523e-07
26.3392263861   6.00729193768e-07
27.1750814394   6.98281398214e-07
28.0374617087   8.07237031106e-07
28.9272089514   9.28383923742e-07
29.8451916372   1.06249682231e-06
30.7923057962   1.21032565345e-06
31.7694758932   1.3725819748e-06
32.7776557302   1.54992472358e-06
33.8178293776   1.74294473955e-06
34.8910121341   1.95214893197e-06
35.9982515184   2.17794430598e-06
37.1406282914   2.42062200451e-06
38.319257511   2.68034231227e-06
39.5352896207   2.95712071396e-06
40.7899115723   3.25081575859e-06
42.0843479848   3.56111915926e-06
43.4198623394   3.8875484848e-06
44.797758213   4.22944297318e-06
46.2193805504   4.58596262818e-06
47.6861169771   4.95609086509e-06
49.1993991542   5.33864072221e-06
50.7607041751   5.73226461726e-06
52.3715560077   6.13546743439e-06
54.033526982   6.5466226577e-06
55.7482393245   6.96399113919e-06
57.5173667419   7.38574201158e-06
59.3426360546   7.80997519835e-06
61.2258288825   8.23474493462e-06
63.1687833837   8.65808370724e-06
65.1733960488   9.07802603821e-06
67.2416235522   9.49263157604e-06
69.3754846616   9.90000701612e-06
71.5770622091   1.02983264422e-05
73.8485051236   1.0685849759e-05
76.1920305288   1.10609389678e-05
78.6099259068   1.14220721143e-05
81.1045513314   1.17678548153e-05
83.6783417717   1.20970293353e-05
86.3338094683   1.24084812417e-05
89.0735463861   1.27012437198e-05
91.9002267438   1.2974499662e-05
94.8166096245   1.32275816835e-05
97.8255416687   1.34599702355e-05
100.929959853   1.36712900083e-05
104.132894356   1.3861304826e-05
107.437471517   1.40299112438e-05
110.846916888   1.41771310619e-05
114.364558381   1.43031029664e-05
117.993829516   1.4408073508e-05
121.738272774   1.44923876137e-05
125.601543053   1.45564788235e-05
129.587411238   1.46008594205e-05
133.699767878   1.46261143803e-05
137.942626988   1.46329403162e-05
142.320129962   1.46220478055e-05
146.836549619   1.45941702808e-05
151.496294374   1.45500739415e-05
156.303912539   1.44905498335e-05
161.264096761   1.44164064988e-05
166.381688608   1.43284632192e-05
171.661683288   1.42275438674e-05
177.109234531   1.4114471365e-05
182.729659615   1.39900627392e-05
188.528444558   1.3855124761e-05
194.511249472   1.37104501419e-05
200.683914091   1.35568142598e-05
207.052463465   1.33949723835e-05
213.623113846   1.32256573594e-05
220.402278754   1.30495777266e-05
227.396575236   1.28674162217e-05
234.612830327   1.26798286384e-05
242.058087714   1.2487443006e-05
249.739614606   1.22908590514e-05
257.664908835   1.20906479141e-05
265.84170617   1.18873520807e-05
274.277987867   1.16814855126e-05
282.981988463   1.14735339384e-05
291.962203812   1.12639552879e-05
301.227399374   1.10531802442e-05
310.786618778   1.08416128954e-05
320.649192644   1.0629631466e-05
330.824747692   1.04175891133e-05
341.323216139   1.02058147738e-05
352.154845391   9.99461404648e-06
363.330208052   9.78427010329e-06
374.860212235   9.57504461569e-06
386.756112217   9.36717868973e-06
399.029519418   9.16089380215e-06
411.692413739   8.95639273151e-06
424.757155254   8.75386047899e-06
438.236496273   8.55346517465e-06
452.143593793   8.35535896546e-06
466.492022337   8.15967888211e-06
481.295787204   7.96654768226e-06
496.569338141   7.77607466843e-06
512.327583449   7.58835647894e-06
528.585904529   7.40347785097e-06
545.3601709   7.22151235502e-06
562.666755688   7.04252310028e-06
580.522551609   6.86656341079e-06
598.944987455   6.69367747239e-06
617.952045107   6.52390095066e-06
637.562277087   6.3572615802e-06
657.794824668   6.19377972577e-06
678.669436555   6.03346891578e-06
700.206488166   5.87633634889e-06
722.427001515   5.72238337438e-06
745.352665732   5.57160594708e-06
769.005858237   5.42399505772e-06
793.40966658   5.27953713947e-06
818.587910976   5.13821445167e-06
844.565167556   5.00000544141e-06
871.366792357   4.86488508409e-06
899.018946069   4.73282520368e-06
927.548619571   4.60379477358e-06
956.983660278   4.47776019897e-06
987.35279932   4.35468558151e-06
1018.68567959   4.23453296719e-06
1051.01288467   4.11726257809e-06
1084.36596869   4.00283302904e-06
1118.77748713   3.89120152962e-06
1154.2810286   3.7823240726e-06
1190.91124759   3.67615560929e-06
1228.70389836   3.57265021255e-06
1267.69586978   3.4717612282e-06
1307.92522137   3.37344141541e-06
1349.43122043   3.27764307665e-06
1392.25438039   3.18431817789e-06
1436.43650033   3.09341845954e-06
1482.0207058   3.00489553864e-06
1529.05149091   2.91870100295e-06
1577.57476174   2.83478649725e-06
1627.63788118   2.75310380246e-06
1679.28971514   2.67360490799e-06
1732.58068025   2.59624207764e-06
1787.56279307   2.52096790964e-06
1844.28972088   2.44773539103e-06
1902.81683403   2.37649794686e-06
1963.20126002   2.30720948447e-06
2025.50193923   2.23982443325e-06
2089.77968249   2.17429778013e-06
2156.09723041   2.1105851011e-06
2224.51931461   2.04864258906e-06
2295.11272092   1.98842707818e-06
2367.94635459   1.92989606518e-06
2443.0913075   1.87300772748e-06
2520.62092758   1.81772093882e-06
2600.61089042   1.76399528211e-06
2683.13927309   1.71179106009e-06
2768.28663039   1.66106930374e-06
2856.13607347   1.61179177871e-06
2946.77335092   1.56392098988e-06
3040.28693254   1.51742018424e-06
3136.76809561   1.47225335222e-06
3236.31101404   1.42838522751e-06
3339.01285029   1.3857812857e-06
3444.97385017   1.34440774161e-06
3554.29744073   1.30423154558e-06
3667.0903312   1.26522037878e-06
3783.46261713   1.22734264758e-06
3903.52788789   1.19056747716e-06
4027.40333749   1.15486470438e-06
4155.20987904   1.12020486994e-06
4287.07226269   1.08655921002e-06
4423.11919749   1.0538996474e-06
4563.48347692   1.02219878207e-06
4708.30210861   9.91429881495e-07
4857.71644798   9.61566870479e-07
5011.87233627   9.32584320774e-07
